cohort,age,sex,year,init_prev,i,f,r,DR,N,subPops,pop_prop0,pop_prop1,pop_prop2,pop_prop3,pop_prop4,prevalence_ratio0,prevalence_ratio1,prevalence_ratio2,prevalence_ratio3,prevalence_ratio4,i_RR0,i_RR1,i_RR2,i_RR3,i_RR4,f_RR0,f_RR1,f_RR2,f_RR3,f_RR4,r_RR0,r_RR1,r_RR2,r_RR3,r_RR4,DR_scale0,DR_scale1,DR_scale2,DR_scale3,DR_scale4
0,16,female,2025,0.0,0.0,0.0,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,17,female,2026,0.0,0.0,0.0,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,18,female,2027,0.0,0.0,0.0,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,19,female,2028,0.0,0.0,0.0,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,20,female,2029,0.0,0.0,0.0,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,21,female,2030,0.0,0.0,0.0,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,22,female,2031,0.0,0.0,0.0,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,23,female,2032,0.0,0.0,0.0,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,24,female,2033,0.0,0.0,0.0,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,25,female,2034,0.0,8.286745331681429e-07,0.035169957550188403,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.549719017,1.4122892630000001,1.2748595090000001,1.137429754,1,1.573997492,1.4304981190000001,1.2869987459999999,1.143499373,1,1.161291597,1.120968698,1.080645799,1.040322899,1,1,1,1,1,1,1,1,1,1,1
0,26,female,2035,0.0,2.485285030401783e-06,0.10550987191199611,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.549719017,1.4122892630000001,1.2748595090000001,1.137429754,1,1.573997492,1.4304981190000001,1.2869987459999999,1.143499373,1,1.161291597,1.120968698,1.080645799,1.040322899,1,1,1,1,1,1,1,1,1,1,1
0,27,female,2036,0.0,4.969831491700922e-06,0.21101974382399222,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.549719017,1.4122892630000001,1.2748595090000001,1.137429754,1,1.573997492,1.4304981190000001,1.2869987459999999,1.143499373,1,1.161291597,1.120968698,1.080645799,1.040322899,1,1,1,1,1,1,1,1,1,1,1
0,28,female,2037,0.0,8.283052486168201e-06,0.35169957328617674,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.549719017,1.4122892630000001,1.2748595090000001,1.137429754,1,1.573997492,1.4304981190000001,1.2869987459999999,1.143499373,1,1.161291597,1.120968698,1.080645799,1.040322899,1,1,1,1,1,1,1,1,1,1,1
0,29,female,2038,0.0,1.2424948013803627e-05,0.5275493595599806,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.549719017,1.4122892630000001,1.2748595090000001,1.137429754,1,1.573997492,1.4304981190000001,1.2869987459999999,1.143499373,1,1.161291597,1.120968698,1.080645799,1.040322899,1,1,1,1,1,1,1,1,1,1,1
0,30,female,2039,0.0,1.7394779505504547e-05,0.7385691033839726,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.580279844,1.4352098830000002,1.290139922,1.145069961,1,1.597382941,1.448037206,1.298691471,1.149345735,1,1.176664768,1.132498576,1.088332384,1.044166192,1,1,1,1,1,1,1,1,1,1,1
0,31,female,2040,0.0,2.3631257008242336e-05,0.9495888464693958,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.580279844,1.4352098830000002,1.290139922,1.145069961,1,1.597382941,1.448037206,1.298691471,1.149345735,1,1.176664768,1.132498576,1.088332384,1.044166192,1,1,1,1,1,1,1,1,1,1,1
0,32,female,2041,0.0,3.0304967419746206e-05,1.1254386320046308,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.580279844,1.4352098830000002,1.290139922,1.145069961,1,1.597382941,1.448037206,1.298691471,1.149345735,1,1.176664768,1.132498576,1.088332384,1.044166192,1,1,1,1,1,1,1,1,1,1,1
0,33,female,2042,0.0,3.741591074001615e-05,1.2661184592511079,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.580279844,1.4352098830000002,1.290139922,1.145069961,1,1.597382941,1.448037206,1.298691471,1.149345735,1,1.176664768,1.132498576,1.088332384,1.044166192,1,1,1,1,1,1,1,1,1,1,1
0,34,female,2043,0.0,4.496482553815482e-05,1.3716283289473967,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.580279844,1.4352098830000002,1.290139922,1.145069961,1,1.597382941,1.448037206,1.298691471,1.149345735,1,1.176664768,1.132498576,1.088332384,1.044166192,1,1,1,1,1,1,1,1,1,1,1
0,35,female,2044,0.0,5.2951711814162214e-05,1.441968240354928,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.621961756,1.4664713169999999,1.310980878,1.155490439,1,1.633113016,1.474834762,1.316556508,1.158278254,1,1.200107735,1.1500808009999999,1.100053867,1.0500269340000001,1,1,1,1,1,1,1,1,1,1,1
0,36,female,2045,0.0,6.13758309989357e-05,1.4771381934737016,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.621961756,1.4664713169999999,1.310980878,1.155490439,1,1.633113016,1.474834762,1.316556508,1.158278254,1,1.200107735,1.1500808009999999,1.100053867,1.0500269340000001,1,1,1,1,1,1,1,1,1,1,1
0,37,female,2046,0.0,9.094296788513914e-05,1.4425806973061586,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.621961756,1.4664713169999999,1.310980878,1.155490439,1,1.633113016,1.474834762,1.316556508,1.158278254,1,1.200107735,1.1500808009999999,1.100053867,1.0500269340000001,1,1,1,1,1,1,1,1,1,1,1
0,38,female,2047,0.0,0.00014121515099490382,1.3734657094024865,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.621961756,1.4664713169999999,1.310980878,1.155490439,1,1.633113016,1.474834762,1.316556508,1.158278254,1,1.200107735,1.1500808009999999,1.100053867,1.0500269340000001,1,1,1,1,1,1,1,1,1,1,1
0,39,female,2048,0.0,0.00021219164175912712,1.2697932297626857,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.621961756,1.4664713169999999,1.310980878,1.155490439,1,1.633113016,1.474834762,1.316556508,1.158278254,1,1.200107735,1.1500808009999999,1.100053867,1.0500269340000001,1,1,1,1,1,1,1,1,1,1,1
0,40,female,2049,0.0,0.00030387317874691166,1.1315632576481873,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.675605816,1.5067043619999998,1.337802908,1.168901454,1,1.682000371,1.5115002780000002,1.341000185,1.170500093,1,1.232092626,1.174069469,1.116046313,1.058023156,1,1,1,1,1,1,1,1,1,1,1
0,41,female,2050,0.0,0.00041626050052736007,0.9587757945361292,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.675605816,1.5067043619999998,1.337802908,1.168901454,1,1.682000371,1.5115002780000002,1.341000185,1.170500093,1,1.232092626,1.174069469,1.116046313,1.058023156,1,1,1,1,1,1,1,1,1,1,1
0,42,female,2051,0.0,0.000549352129962267,0.7514308389493737,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.675605816,1.5067043619999998,1.337802908,1.168901454,1,1.682000371,1.5115002780000002,1.341000185,1.170500093,1,1.232092626,1.174069469,1.116046313,1.058023156,1,1,1,1,1,1,1,1,1,1,1
0,43,female,2052,0.0,0.0006965275336155193,0.543985178726903,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.675605816,1.5067043619999998,1.337802908,1.168901454,1,1.682000371,1.5115002780000002,1.341000185,1.170500093,1,1.232092626,1.174069469,1.116046313,1.058023156,1,1,1,1,1,1,1,1,1,1,1
0,44,female,2053,0.0,0.0008370831424017609,0.37099630412770807,0.0,0.431037448524018,1000,5,0.2,0.2,0.2,0.2,0.2,1.675605816,1.5067043619999998,1.337802908,1.168901454,1,1.682000371,1.5115002780000002,1.341000185,1.170500093,1,1.232092626,1.174069469,1.116046313,1.058023156,1,1,1,1,1,1,1,1,1,1,1
0,45,female,2054,0.0,0.0009710174791827862,0.23246421589035793,0.0,0.13744154347194604,1000,5,0.2,0.2,0.2,0.2,0.2,1.7423227680000002,1.556742076,1.371161384,1.185580692,1,1.7451723369999999,1.5588792530000002,1.372586169,1.186293084,1,1.27327541,1.9549565580000001,1.136637705,1.068318853,1,1,1,1,1,1,1,1,1,1,1
0,46,female,2055,0.0,0.0010983312825276984,0.12838891401485256,0.0,0.13744154347194604,1000,5,0.2,0.2,0.2,0.2,0.2,1.7423227680000002,1.556742076,1.371161384,1.185580692,1,1.7451723369999999,1.5588792530000002,1.372586169,1.186293084,1,1.27327541,1.9549565580000001,1.136637705,1.068318853,1,1,1,1,1,1,1,1,1,1,1
0,47,female,2056,0.0,0.001219024552436497,0.05877039776262286,0.0,0.13744154347194604,1000,5,0.2,0.2,0.2,0.2,0.2,1.7423227680000002,1.556742076,1.371161384,1.185580692,1,1.7451723369999999,1.5588792530000002,1.372586169,1.186293084,1,1.27327541,1.9549565580000001,1.136637705,1.068318853,1,1,1,1,1,1,1,1,1,1,1
0,48,female,2057,0.0,0.0013330965503400795,0.02360866861080703,0.0,0.13744154347194604,1000,5,0.2,0.2,0.2,0.2,0.2,1.7423227680000002,1.556742076,1.371161384,1.185580692,1,1.7451723369999999,1.5588792530000002,1.372586169,1.186293084,1,1.27327541,1.9549565580000001,1.136637705,1.068318853,1,1,1,1,1,1,1,1,1,1,1
0,49,female,2058,0.0,0.0014320544701271266,0.022941161672941753,0.0,0.13744154347194604,1000,5,0.2,0.2,0.2,0.2,0.2,1.7423227680000002,1.556742076,1.371161384,1.185580692,1,1.7451723369999999,1.5588792530000002,1.372586169,1.186293084,1,1.27327541,1.9549565580000001,1.136637705,1.068318853,1,1,1,1,1,1,1,1,1,1,1
0,50,female,2059,0.0,0.001522519583802854,0.022311091325751372,0.0,0.13744154347194604,1000,5,0.2,0.2,0.2,0.2,0.2,1.823518996,1.6176392469999998,1.4117594980000001,1.2058797490000002,1,1.824118884,1.618089163,1.4120594419999999,1.206029721,1,1.324515408,1.993386556,1.1622577040000002,1.081128852,1,1,1,1,1,1,1,1,1,1,1
0,51,female,2060,0.0,0.0016044904142290567,0.021718457569235877,0.0,0.13744154347194604,1000,5,0.2,0.2,0.2,0.2,0.2,1.823518996,1.6176392469999998,1.4117594980000001,1.2058797490000002,1,1.824118884,1.618089163,1.4120594419999999,1.206029721,1,1.324515408,1.993386556,1.1622577040000002,1.081128852,1,1,1,1,1,1,1,1,1,1,1
0,52,female,2061,0.0,0.0016779676999748375,0.021163260403395275,0.0,0.13744154347194604,1000,5,0.2,0.2,0.2,0.2,0.2,1.823518996,1.6176392469999998,1.4117594980000001,1.2058797490000002,1,1.824118884,1.618089163,1.4120594419999999,1.206029721,1,1.324515408,1.993386556,1.1622577040000002,1.081128852,1,1,1,1,1,1,1,1,1,1,1
0,53,female,2062,0.0,0.001742951441040196,0.020645499828229563,0.0,0.13744154347194604,1000,5,0.2,0.2,0.2,0.2,0.2,1.823518996,1.6176392469999998,1.4117594980000001,1.2058797490000002,1,1.824118884,1.618089163,1.4120594419999999,1.206029721,1,1.324515408,1.993386556,1.1622577040000002,1.081128852,1,1,1,1,1,1,1,1,1,1,1
0,54,female,2063,0.0,0.0017994416374251326,0.020165175105169637,0.0,0.13744154347194604,1000,5,0.2,0.2,0.2,0.2,0.2,1.823518996,1.6176392469999998,1.4117594980000001,1.2058797490000002,1,1.824118884,1.618089163,1.4120594419999999,1.206029721,1,1.324515408,1.993386556,1.1622577040000002,1.081128852,1,1,1,1,1,1,1,1,1,1,1
0,55,female,2064,0.0,0.0018589902484641232,0.01986913297461808,0.0,0.12970371228029698,1000,5,0.2,0.2,0.2,0.2,0.2,1.920954135,1.690715601,1.4604770669999998,1.2302385340000002,1,1.920749066,1.6905618000000002,1.4603745330000002,1.230187267,1,1.386906755,2.040180067,1.193453378,1.096726689,1,1,1,1,1,1,1,1,1,1,1
0,56,female,2065,0.0,0.001930090818837591,0.019719936845899986,0.0,0.12970371228029698,1000,5,0.2,0.2,0.2,0.2,0.2,1.920954135,1.690715601,1.4604770669999998,1.2302385340000002,1,1.920749066,1.6905618000000002,1.4603745330000002,1.230187267,1,1.386906755,2.040180067,1.193453378,1.096726689,1,1,1,1,1,1,1,1,1,1,1
0,57,female,2066,0.0,0.002012744087114638,0.019717585980446265,0.0,0.12970371228029698,1000,5,0.2,0.2,0.2,0.2,0.2,1.920954135,1.690715601,1.4604770669999998,1.2302385340000002,1,1.920749066,1.6905618000000002,1.4603745330000002,1.230187267,1,1.386906755,2.040180067,1.193453378,1.096726689,1,1,1,1,1,1,1,1,1,1,1
0,58,female,2067,0.0,0.002106949314726162,0.019862081116826018,0.0,0.12970371228029698,1000,5,0.2,0.2,0.2,0.2,0.2,1.920954135,1.690715601,1.4604770669999998,1.2302385340000002,1,1.920749066,1.6905618000000002,1.4603745330000002,1.230187267,1,1.386906755,2.040180067,1.193453378,1.096726689,1,1,1,1,1,1,1,1,1,1,1
0,59,female,2068,0.0,0.0022127065016721626,0.02015342225503924,0.0,0.12970371228029698,1000,5,0.2,0.2,0.2,0.2,0.2,1.920954135,1.690715601,1.4604770669999998,1.2302385340000002,1,1.920749066,1.6905618000000002,1.4603745330000002,1.230187267,1,1.386906755,2.040180067,1.193453378,1.096726689,1,1,1,1,1,1,1,1,1,1,1
0,60,female,2069,0.0,0.00233001564795264,0.020591608656516835,0.0,0.12970371228029698,1000,5,0.2,0.2,0.2,0.2,0.2,1.660236206,1.495177155,1.330118103,1.165059052,1,1.663497913,1.497623435,1.331748957,1.1658744779999999,1,1.294082595,1.970561946,1.147041298,1.073520649,1,1,1,1,1,1,1,1,1,1,1
0,61,female,2070,0.0,0.0024653887173456185,0.021189883603838333,0.0,0.12970371228029698,1000,5,0.2,0.2,0.2,0.2,0.2,1.660236206,1.495177155,1.330118103,1.165059052,1,1.663497913,1.497623435,1.331748957,1.1658744779999999,1,1.294082595,1.970561946,1.147041298,1.073520649,1,1,1,1,1,1,1,1,1,1,1
0,62,female,2071,0.0,0.002607273750516622,0.021801401095170266,0.0,0.12970371228029698,1000,5,0.2,0.2,0.2,0.2,0.2,1.660236206,1.495177155,1.330118103,1.165059052,1,1.663497913,1.497623435,1.331748957,1.1658744779999999,1,1.294082595,1.970561946,1.147041298,1.073520649,1,1,1,1,1,1,1,1,1,1,1
0,63,female,2072,0.0,0.0027556707474656497,0.02242616186908173,0.0,0.12970371228029698,1000,5,0.2,0.2,0.2,0.2,0.2,1.660236206,1.495177155,1.330118103,1.165059052,1,1.663497913,1.497623435,1.331748957,1.1658744779999999,1,1.294082595,1.970561946,1.147041298,1.073520649,1,1,1,1,1,1,1,1,1,1,1
0,64,female,2073,0.0,0.0029105789696235993,0.02306416518700363,0.0,0.12970371228029698,1000,5,0.2,0.2,0.2,0.2,0.2,1.660236206,1.495177155,1.330118103,1.165059052,1,1.663497913,1.497623435,1.331748957,1.1658744779999999,1,1.294082595,1.970561946,1.147041298,1.073520649,1,1,1,1,1,1,1,1,1,1,1
0,65,female,2074,0.0,0.003071999155559573,0.023715410310366856,0.0,0.16390183659492097,1000,5,0.2,0.2,0.2,0.2,0.2,1.4284926480000002,1.321369486,1.214246324,1.107123162,1,1.438685629,1.329014222,1.219342815,1.109671407,1,1.240382474,1.930286855,1.120191237,1.060095618,1,1,1,1,1,1,1,1,1,1,1
0,66,female,2075,0.0,0.003239930566704469,0.024379898716309616,0.0,0.16390183659492097,1000,5,0.2,0.2,0.2,0.2,0.2,1.4284926480000002,1.321369486,1.214246324,1.107123162,1,1.438685629,1.329014222,1.219342815,1.109671407,1,1.240382474,1.930286855,1.120191237,1.060095618,1,1,1,1,1,1,1,1,1,1,1
0,67,female,2076,0.0,0.0034162632013919566,0.02519041995950384,0.0,0.16390183659492097,1000,5,0.2,0.2,0.2,0.2,0.2,1.4284926480000002,1.321369486,1.214246324,1.107123162,1,1.438685629,1.329014222,1.219342815,1.109671407,1,1.240382474,1.930286855,1.120191237,1.060095618,1,1,1,1,1,1,1,1,1,1,1
0,68,female,2077,0.0,0.0035944843572749087,0.02613373149593909,0.0,0.16390183659492097,1000,5,0.2,0.2,0.2,0.2,0.2,1.4284926480000002,1.321369486,1.214246324,1.107123162,1,1.438685629,1.329014222,1.219342815,1.109671407,1,1.240382474,1.930286855,1.120191237,1.060095618,1,1,1,1,1,1,1,1,1,1,1
0,69,female,2078,0.0,0.003774594034353325,0.027209832587046266,0.0,0.16390183659492097,1000,5,0.2,0.2,0.2,0.2,0.2,1.4284926480000002,1.321369486,1.214246324,1.107123162,1,1.438685629,1.329014222,1.219342815,1.109671407,1,1.240382474,1.930286855,1.120191237,1.060095618,1,1,1,1,1,1,1,1,1,1,1
0,70,female,2079,0.0,0.003956592232627205,0.028418723971394465,0.0,0.16390183659492097,1000,5,0.2,0.2,0.2,0.2,0.2,1.2612873820000001,1.1959655359999999,1.130643691,1.065321845,1,1.273002559,1.204751919,1.136501279,1.06825064,1,1.186802069,1.140101552,1.093401034,1.046700517,1,1,1,1,1,1,1,1,1,1,1
0,71,female,2080,0.0,0.0041404789520965496,0.029760405648983693,0.0,0.16390183659492097,1000,5,0.2,0.2,0.2,0.2,0.2,1.2612873820000001,1.1959655359999999,1.130643691,1.065321845,1,1.273002559,1.204751919,1.136501279,1.06825064,1,1.186802069,1.140101552,1.093401034,1.046700517,1,1,1,1,1,1,1,1,1,1,1
0,72,female,2081,0.0,0.004326254192761359,0.03123487688124485,0.0,0.16390183659492097,1000,5,0.2,0.2,0.2,0.2,0.2,1.2612873820000001,1.1959655359999999,1.130643691,1.065321845,1,1.273002559,1.204751919,1.136501279,1.06825064,1,1.186802069,1.140101552,1.093401034,1.046700517,1,1,1,1,1,1,1,1,1,1,1
0,73,female,2082,0.0,0.004516401023944726,0.03288248495968634,0.0,0.16390183659492097,1000,5,0.2,0.2,0.2,0.2,0.2,1.2612873820000001,1.1959655359999999,1.130643691,1.065321845,1,1.273002559,1.204751919,1.136501279,1.06825064,1,1.186802069,1.140101552,1.093401034,1.046700517,1,1,1,1,1,1,1,1,1,1,1
0,74,female,2083,0.0,0.0047090316630202895,0.03457043885249805,0.0,0.16390183659492097,1000,5,0.2,0.2,0.2,0.2,0.2,1.2612873820000001,1.1959655359999999,1.130643691,1.065321845,1,1.273002559,1.204751919,1.136501279,1.06825064,1,1.186802069,1.140101552,1.093401034,1.046700517,1,1,1,1,1,1,1,1,1,1,1
0,75,female,2084,0.0,0.004904145371418947,0.03629873929824907,0.0,0.2584570682726601,1000,5,0.2,0.2,0.2,0.2,0.2,1.142819228,1.107114421,1.071409614,1.0357048070000001,1,1.152424752,1.114318564,1.076212376,1.038106188,1,1.1335207859999998,1.100140589,1.066760393,1.033380196,1,1,1,1,1,1,1,1,1,1,1
0,76,female,2085,0.0,0.005101742887709801,0.0380673870355085,0.0,0.2584570682726601,1000,5,0.2,0.2,0.2,0.2,0.2,1.142819228,1.107114421,1.071409614,1.0357048070000001,1,1.152424752,1.114318564,1.076212376,1.038106188,1,1.1335207859999998,1.100140589,1.066760393,1.033380196,1,1,1,1,1,1,1,1,1,1,1
0,77,female,2086,0.0,0.005301822734754646,0.039876379848569045,0.0,0.2584570682726601,1000,5,0.2,0.2,0.2,0.2,0.2,1.142819228,1.107114421,1.071409614,1.0357048070000001,1,1.152424752,1.114318564,1.076212376,1.038106188,1,1.1335207859999998,1.100140589,1.066760393,1.033380196,1,1,1,1,1,1,1,1,1,1,1
0,78,female,2087,0.0,0.005504386389691688,0.04172571995313801,0.0,0.2584570682726601,1000,5,0.2,0.2,0.2,0.2,0.2,1.142819228,1.107114421,1.071409614,1.0357048070000001,1,1.152424752,1.114318564,1.076212376,1.038106188,1,1.1335207859999998,1.100140589,1.066760393,1.033380196,1,1,1,1,1,1,1,1,1,1,1
0,79,female,2088,0.0,0.005833490566123169,0.04555347471436154,0.0,0.2584570682726601,1000,5,0.2,0.2,0.2,0.2,0.2,1.142819228,1.107114421,1.071409614,1.0357048070000001,1,1.152424752,1.114318564,1.076212376,1.038106188,1,1.1335207859999998,1.100140589,1.066760393,1.033380196,1,1,1,1,1,1,1,1,1,1,1
0,80,female,2089,0.0,0.006286652194726004,0.05131929905643855,0.0,0.2584570682726601,1000,5,0.2,0.2,0.2,0.2,0.2,1.062597757,1.0469483179999999,1.0312988779999999,1.0156494390000002,1,1.067372332,1.050529249,1.0336861659999999,1.016843083,1,1.080709823,1.060532367,1.0403549109999999,1.0201774559999999,1,1,1,1,1,1,1,1,1,1,1
0,81,female,2090,0.0,0.006863871275500185,0.05902319224079992,0.0,0.2584570682726601,1000,5,0.2,0.2,0.2,0.2,0.2,1.062597757,1.0469483179999999,1.0312988779999999,1.0156494390000002,1,1.067372332,1.050529249,1.0336861659999999,1.016843083,1,1.080709823,1.060532367,1.0403549109999999,1.0201774559999999,1,1,1,1,1,1,1,1,1,1,1
0,82,female,2091,0.0,0.0075651478084457135,0.06866515352887656,0.0,0.2584570682726601,1000,5,0.2,0.2,0.2,0.2,0.2,1.062597757,1.0469483179999999,1.0312988779999999,1.0156494390000002,1,1.067372332,1.050529249,1.0336861659999999,1.016843083,1,1.080709823,1.060532367,1.0403549109999999,1.0201774559999999,1,1,1,1,1,1,1,1,1,1,1
0,83,female,2092,0.0,0.008390481793562592,0.08024518439780666,0.0,0.2584570682726601,1000,5,0.2,0.2,0.2,0.2,0.2,1.062597757,1.0469483179999999,1.0312988779999999,1.0156494390000002,1,1.067372332,1.050529249,1.0336861659999999,1.016843083,1,1.080709823,1.060532367,1.0403549109999999,1.0201774559999999,1,1,1,1,1,1,1,1,1,1,1
